Timestamp [h],BATT_002_OCV_V_00-SOC,BATT_002_OCV_V_50-SOC,BATT_002_OCV_V_60-SOC
19.5333333333333,2.988,3.294,3.295
19.55,2.988,3.294,3.295
19.5666666666667,2.988,3.294,3.295
19.5833333333333,2.988,3.294,3.295
19.6,2.988,3.294,3.295
19.6166666666667,2.988,3.294,3.295
19.6333333333333,2.988,3.294,3.295
19.65,2.988,3.294,3.295
19.6666666666667,2.988,3.294,3.295
19.6833333333333,2.988,3.294,3.295
19.7,2.988,3.294,3.295
19.7166666666667,2.988,3.294,3.295
19.7333333333333,2.988,3.294,3.295
19.75,2.988,3.294,3.295
19.7666666666667,2.988,3.294,3.295
19.7833333333333,2.988,3.294,3.295
19.8,2.988,3.294,3.295
19.8166666666667,2.988,3.294,3.295
19.8333333333333,2.988,3.294,3.295
19.85,2.988,3.294,3.295
19.8666666666667,2.98807,3.294,3.295
19.8833333333333,2.988,3.294,3.295
19.9,2.989,3.294,3.295
19.9166666666667,2.988,3.294,3.295
19.9333333333333,2.98802,3.294,3.295
19.95,2.988,3.294,3.295
19.9666666666667,2.988068,3.294,3.295
19.9833333333333,2.988,3.294,3.295
20,2.98889,3.294,3.295
20.0166666666667,2.988134,3.294,3.295
20.0333333333333,2.98815,3.294,3.295
20.05,2.989,3.294,3.295
20.0666666666667,2.988,3.294,3.295
20.0833333333333,2.989,3.294,3.295
20.1,2.989,3.294,3.295
20.1166666666667,2.988267,3.294,3.295
20.1333333333333,2.988715,3.294,3.295
20.15,2.988688,3.294,3.295
20.1666666666667,2.989,3.294,3.295
20.1833333333333,2.989,3.294,3.295
20.2,2.989,3.294,3.295
20.2166666666667,2.989,3.294,3.295
20.2333333333333,2.989,3.294,3.295
20.25,2.989,3.294,3.295
20.2666666666667,2.989,3.294,3.295
20.2833333333333,2.989,3.294,3.295
20.3,2.989,3.294,3.295
20.3166666666667,2.989,3.293,3.295
20.3333333333333,2.989,3.294,3.295
20.35,2.989,3.294,3.295
20.3666666666667,2.989,3.294,3.295
20.3833333333333,2.989,3.294,3.295
20.4,2.989332,3.294,3.295
20.4166666666667,2.989,3.294,3.295
20.4333333333333,2.989,3.294,3.295
20.45,2.989,3.295,3.295
20.4666666666667,2.989,3.294,3.295
20.4833333333333,2.989,3.294,3.295
20.5,2.989,3.294,3.295
20.5166666666667,2.989,3.294,3.295
